"AG2_1.SPC"
WL/nm,Abs
1100.00,0.0001
1099.00,0.0004
1098.00,0.0005
1097.00,0.0002
1096.00,0.0002
1095.00,0.0004
1094.00,0.0004
1093.00,0.0001
1092.00,0.0000
1091.00,0.0000
1090.00,0.0002
1089.00,0.0000
1088.00,-0.0001
1087.00,0.0000
1086.00,0.0002
1085.00,0.0001
1084.00,-0.0001
1083.00,0.0000
1082.00,0.0000
1081.00,0.0002
1080.00,0.0002
1079.00,0.0001
1078.00,0.0000
1077.00,-0.0002
1076.00,-0.0002
1075.00,0.0000
1074.00,0.0002
1073.00,0.0003
1072.00,0.0002
1071.00,0.0000
1070.00,0.0000
1069.00,0.0000
1068.00,0.0001
1067.00,0.0002
1066.00,0.0003
1065.00,0.0002
1064.00,0.0002
1063.00,0.0001
1062.00,0.0001
1061.00,0.0000
1060.00,0.0000
1059.00,0.0000
1058.00,0.0001
1057.00,0.0001
1056.00,0.0000
1055.00,0.0000
1054.00,0.0001
1053.00,0.0002
1052.00,0.0001
1051.00,0.0002
1050.00,0.0001
1049.00,0.0002
1048.00,0.0003
1047.00,0.0003
1046.00,0.0003
1045.00,0.0003
1044.00,0.0004
1043.00,0.0005
1042.00,0.0005
1041.00,0.0004
1040.00,0.0005
1039.00,0.0006
1038.00,0.0006
1037.00,0.0005
1036.00,0.0005
1035.00,0.0006
1034.00,0.0005
1033.00,0.0005
1032.00,0.0005
1031.00,0.0005
1030.00,0.0006
1029.00,0.0005
1028.00,0.0006
1027.00,0.0006
1026.00,0.0006
1025.00,0.0006
1024.00,0.0005
1023.00,0.0006
1022.00,0.0008
1021.00,0.0008
1020.00,0.0007
1019.00,0.0006
1018.00,0.0007
1017.00,0.0008
1016.00,0.0009
1015.00,0.0009
1014.00,0.0008
1013.00,0.0009
1012.00,0.0009
1011.00,0.0009
1010.00,0.0009
1009.00,0.0009
1008.00,0.0010
1007.00,0.0010
1006.00,0.0009
1005.00,0.0010
1004.00,0.0010
1003.00,0.0012
1002.00,0.0010
1001.00,0.0011
1000.00,0.0012
999.00,0.0013
998.00,0.0013
997.00,0.0012
996.00,0.0012
995.00,0.0013
994.00,0.0014
993.00,0.0013
992.00,0.0013
991.00,0.0015
990.00,0.0014
989.00,0.0014
988.00,0.0014
987.00,0.0015
986.00,0.0016
985.00,0.0016
984.00,0.0017
983.00,0.0018
982.00,0.0018
981.00,0.0018
980.00,0.0017
979.00,0.0016
978.00,0.0017
977.00,0.0018
976.00,0.0019
975.00,0.0019
974.00,0.0020
973.00,0.0019
972.00,0.0021
971.00,0.0021
970.00,0.0020
969.00,0.0020
968.00,0.0021
967.00,0.0022
966.00,0.0023
965.00,0.0022
964.00,0.0023
963.00,0.0021
962.00,0.0023
961.00,0.0022
960.00,0.0023
959.00,0.0023
958.00,0.0023
957.00,0.0026
956.00,0.0027
955.00,0.0025
954.00,0.0026
953.00,0.0025
952.00,0.0025
951.00,0.0025
950.00,0.0025
949.00,0.0026
948.00,0.0026
947.00,0.0025
946.00,0.0026
945.00,0.0027
944.00,0.0026
943.00,0.0029
942.00,0.0029
941.00,0.0027
940.00,0.0027
939.00,0.0029
938.00,0.0028
937.00,0.0028
936.00,0.0030
935.00,0.0031
934.00,0.0030
933.00,0.0028
932.00,0.0028
931.00,0.0028
930.00,0.0030
929.00,0.0031
928.00,0.0032
927.00,0.0031
926.00,0.0030
925.00,0.0031
924.00,0.0033
923.00,0.0034
922.00,0.0032
921.00,0.0032
920.00,0.0033
919.00,0.0032
918.00,0.0033
917.00,0.0033
916.00,0.0034
915.00,0.0034
914.00,0.0034
913.00,0.0036
912.00,0.0037
911.00,0.0036
910.00,0.0037
909.00,0.0037
908.00,0.0038
907.00,0.0038
906.00,0.0039
905.00,0.0038
904.00,0.0038
903.00,0.0040
902.00,0.0040
901.00,0.0041
900.00,0.0040
899.00,0.0040
898.00,0.0041
897.00,0.0041
896.00,0.0040
895.00,0.0042
894.00,0.0044
893.00,0.0043
892.00,0.0043
891.00,0.0043
890.00,0.0043
889.00,0.0045
888.00,0.0046
887.00,0.0047
886.00,0.0047
885.00,0.0047
884.00,0.0046
883.00,0.0046
882.00,0.0047
881.00,0.0047
880.00,0.0048
879.00,0.0048
878.00,0.0050
877.00,0.0051
876.00,0.0050
875.00,0.0050
874.00,0.0051
873.00,0.0051
872.00,0.0052
871.00,0.0054
870.00,0.0053
869.00,0.0053
868.00,0.0054
867.00,0.0055
866.00,0.0056
865.00,0.0057
864.00,0.0058
863.00,0.0058
862.00,0.0059
861.00,0.0058
860.00,0.0058
859.00,0.0060
858.00,0.0059
857.00,0.0059
856.00,0.0061
855.00,0.0062
854.00,0.0062
853.00,0.0061
852.00,0.0061
851.00,0.0062
850.00,0.0062
849.00,0.0062
848.00,0.0062
847.00,0.0064
846.00,0.0066
845.00,0.0066
844.00,0.0067
843.00,0.0068
842.00,0.0068
841.00,0.0069
840.00,0.0069
839.00,0.0071
838.00,0.0072
837.00,0.0072
836.00,0.0073
835.00,0.0072
834.00,0.0073
833.00,0.0073
832.00,0.0072
831.00,0.0073
830.00,0.0073
829.00,0.0075
828.00,0.0076
827.00,0.0076
826.00,0.0077
825.00,0.0077
824.00,0.0077
823.00,0.0078
822.00,0.0079
821.00,0.0080
820.00,0.0081
819.00,0.0082
818.00,0.0084
817.00,0.0084
816.00,0.0084
815.00,0.0083
814.00,0.0083
813.00,0.0084
812.00,0.0086
811.00,0.0087
810.00,0.0086
809.00,0.0088
808.00,0.0090
807.00,0.0090
806.00,0.0091
805.00,0.0091
804.00,0.0091
803.00,0.0091
802.00,0.0092
801.00,0.0093
800.00,0.0095
799.00,0.0095
798.00,0.0096
797.00,0.0097
796.00,0.0096
795.00,0.0097
794.00,0.0098
793.00,0.0098
792.00,0.0100
791.00,0.0101
790.00,0.0102
789.00,0.0102
788.00,0.0102
787.00,0.0104
786.00,0.0104
785.00,0.0105
784.00,0.0106
783.00,0.0107
782.00,0.0108
781.00,0.0108
780.00,0.0107
779.00,0.0110
778.00,0.0111
777.00,0.0111
776.00,0.0112
775.00,0.0113
774.00,0.0114
773.00,0.0115
772.00,0.0118
771.00,0.0118
770.00,0.0119
769.00,0.0120
768.00,0.0120
767.00,0.0121
766.00,0.0122
765.00,0.0123
764.00,0.0124
763.00,0.0125
762.00,0.0127
761.00,0.0128
760.00,0.0128
759.00,0.0128
758.00,0.0129
757.00,0.0131
756.00,0.0132
755.00,0.0132
754.00,0.0135
753.00,0.0137
752.00,0.0137
751.00,0.0138
750.00,0.0140
749.00,0.0140
748.00,0.0142
747.00,0.0142
746.00,0.0144
745.00,0.0144
744.00,0.0146
743.00,0.0147
742.00,0.0149
741.00,0.0149
740.00,0.0151
739.00,0.0152
738.00,0.0153
737.00,0.0154
736.00,0.0154
735.00,0.0155
734.00,0.0157
733.00,0.0159
732.00,0.0159
731.00,0.0161
730.00,0.0162
729.00,0.0163
728.00,0.0165
727.00,0.0167
726.00,0.0167
725.00,0.0168
724.00,0.0170
723.00,0.0171
722.00,0.0173
721.00,0.0175
720.00,0.0175
719.00,0.0177
718.00,0.0178
717.00,0.0179
716.00,0.0181
715.00,0.0182
714.00,0.0184
713.00,0.0185
712.00,0.0188
711.00,0.0190
710.00,0.0191
709.00,0.0193
708.00,0.0192
707.00,0.0195
706.00,0.0196
705.00,0.0199
704.00,0.0200
703.00,0.0201
702.00,0.0203
701.00,0.0205
700.00,0.0208
699.00,0.0208
698.00,0.0211
697.00,0.0212
696.00,0.0214
695.00,0.0215
694.00,0.0218
693.00,0.0220
692.00,0.0222
691.00,0.0224
690.00,0.0226
689.00,0.0226
688.00,0.0228
687.00,0.0230
686.00,0.0232
685.00,0.0234
684.00,0.0236
683.00,0.0238
682.00,0.0240
681.00,0.0242
680.00,0.0244
679.00,0.0247
678.00,0.0249
677.00,0.0250
676.00,0.0252
675.00,0.0255
674.00,0.0258
673.00,0.0259
672.00,0.0262
671.00,0.0264
670.00,0.0266
669.00,0.0269
668.00,0.0271
667.00,0.0275
666.00,0.0276
665.00,0.0279
664.00,0.0282
663.00,0.0285
662.00,0.0287
661.00,0.0290
660.00,0.0291
