"AM7.SPC"
WL/nm,Abs
600.00,-0.0102
599.00,-0.0093
598.00,-0.0081
597.00,-0.0067
596.00,-0.0053
595.00,-0.0040
594.00,-0.0027
593.00,-0.0014
592.00,-0.0002
591.00,0.0008
590.00,0.0020
589.00,0.0031
588.00,0.0042
587.00,0.0055
586.00,0.0067
585.00,0.0076
584.00,0.0086
583.00,0.0097
582.00,0.0109
581.00,0.0120
580.00,0.0131
579.00,0.0143
578.00,0.0153
577.00,0.0162
576.00,0.0171
575.00,0.0181
574.00,0.0191
573.00,0.0200
572.00,0.0209
571.00,0.0219
570.00,0.0227
569.00,0.0238
568.00,0.0247
567.00,0.0255
566.00,0.0262
565.00,0.0270
564.00,0.0277
563.00,0.0284
562.00,0.0292
561.00,0.0301
560.00,0.0307
559.00,0.0316
558.00,0.0323
557.00,0.0329
556.00,0.0336
555.00,0.0343
554.00,0.0347
553.00,0.0350
552.00,0.0355
551.00,0.0360
550.00,0.0365
549.00,0.0371
548.00,0.0375
547.00,0.0377
546.00,0.0380
545.00,0.0382
544.00,0.0384
543.00,0.0386
542.00,0.0388
541.00,0.0388
540.00,0.0388
539.00,0.0389
538.00,0.0390
537.00,0.0392
536.00,0.0398
535.00,0.0397
534.00,0.0397
533.00,0.0395
532.00,0.0393
531.00,0.0390
530.00,0.0386
529.00,0.0381
528.00,0.0376
527.00,0.0371
526.00,0.0367
525.00,0.0361
524.00,0.0356
523.00,0.0350
522.00,0.0343
521.00,0.0335
520.00,0.0325
519.00,0.0315
518.00,0.0308
517.00,0.0299
516.00,0.0289
515.00,0.0280
514.00,0.0270
513.00,0.0260
512.00,0.0247
511.00,0.0236
510.00,0.0223
509.00,0.0212
508.00,0.0199
507.00,0.0188
506.00,0.0173
505.00,0.0159
504.00,0.0145
503.00,0.0132
502.00,0.0118
501.00,0.0104
500.00,0.0091
