"AM9.SPC"
WL/nm,Abs
600.00,-0.0117
599.00,-0.0107
598.00,-0.0096
597.00,-0.0083
596.00,-0.0069
595.00,-0.0056
594.00,-0.0043
593.00,-0.0031
592.00,-0.0020
591.00,-0.0009
590.00,0.0002
589.00,0.0014
588.00,0.0025
587.00,0.0037
586.00,0.0048
585.00,0.0058
584.00,0.0068
583.00,0.0079
582.00,0.0090
581.00,0.0101
580.00,0.0112
579.00,0.0123
578.00,0.0134
577.00,0.0143
576.00,0.0152
575.00,0.0162
574.00,0.0171
573.00,0.0180
572.00,0.0189
571.00,0.0199
570.00,0.0208
569.00,0.0218
568.00,0.0227
567.00,0.0235
566.00,0.0243
565.00,0.0252
564.00,0.0259
563.00,0.0266
562.00,0.0274
561.00,0.0283
560.00,0.0290
559.00,0.0298
558.00,0.0306
557.00,0.0312
556.00,0.0318
555.00,0.0326
554.00,0.0331
553.00,0.0334
552.00,0.0339
551.00,0.0344
550.00,0.0351
549.00,0.0356
548.00,0.0361
547.00,0.0363
546.00,0.0366
545.00,0.0369
544.00,0.0371
543.00,0.0373
542.00,0.0376
541.00,0.0376
540.00,0.0377
539.00,0.0379
538.00,0.0381
537.00,0.0383
536.00,0.0389
535.00,0.0389
534.00,0.0389
533.00,0.0387
532.00,0.0386
531.00,0.0384
530.00,0.0380
529.00,0.0376
528.00,0.0372
527.00,0.0368
526.00,0.0364
525.00,0.0359
524.00,0.0354
523.00,0.0349
522.00,0.0343
521.00,0.0335
520.00,0.0326
519.00,0.0318
518.00,0.0311
517.00,0.0303
516.00,0.0293
515.00,0.0285
514.00,0.0275
513.00,0.0265
512.00,0.0254
511.00,0.0243
510.00,0.0232
509.00,0.0221
508.00,0.0209
507.00,0.0199
506.00,0.0184
505.00,0.0171
504.00,0.0158
503.00,0.0145
502.00,0.0131
501.00,0.0118
500.00,0.0105
