"AM1.SPC"
WL/nm,Abs
600.00,-0.0712
599.00,-0.0710
598.00,-0.0707
597.00,-0.0703
596.00,-0.0699
595.00,-0.0695
594.00,-0.0691
593.00,-0.0687
592.00,-0.0684
591.00,-0.0683
590.00,-0.0680
589.00,-0.0676
588.00,-0.0674
587.00,-0.0670
586.00,-0.0667
585.00,-0.0665
584.00,-0.0663
583.00,-0.0660
582.00,-0.0656
581.00,-0.0653
580.00,-0.0651
579.00,-0.0646
578.00,-0.0642
577.00,-0.0641
576.00,-0.0639
575.00,-0.0637
574.00,-0.0635
573.00,-0.0633
572.00,-0.0630
571.00,-0.0628
570.00,-0.0626
569.00,-0.0622
568.00,-0.0621
567.00,-0.0619
566.00,-0.0618
565.00,-0.0616
564.00,-0.0615
563.00,-0.0614
562.00,-0.0612
561.00,-0.0609
560.00,-0.0609
559.00,-0.0606
558.00,-0.0604
557.00,-0.0603
556.00,-0.0602
555.00,-0.0600
554.00,-0.0600
553.00,-0.0601
552.00,-0.0601
551.00,-0.0601
550.00,-0.0600
549.00,-0.0598
548.00,-0.0598
547.00,-0.0599
546.00,-0.0600
545.00,-0.0600
544.00,-0.0602
543.00,-0.0602
542.00,-0.0603
541.00,-0.0605
540.00,-0.0606
539.00,-0.0606
538.00,-0.0607
537.00,-0.0605
536.00,-0.0600
535.00,-0.0601
534.00,-0.0602
533.00,-0.0604
532.00,-0.0605
531.00,-0.0607
530.00,-0.0610
529.00,-0.0613
528.00,-0.0616
527.00,-0.0619
526.00,-0.0621
525.00,-0.0623
524.00,-0.0626
523.00,-0.0628
522.00,-0.0631
521.00,-0.0634
520.00,-0.0640
519.00,-0.0644
518.00,-0.0646
517.00,-0.0649
516.00,-0.0654
515.00,-0.0657
514.00,-0.0661
513.00,-0.0664
512.00,-0.0669
511.00,-0.0673
510.00,-0.0677
509.00,-0.0681
508.00,-0.0685
507.00,-0.0688
506.00,-0.0694
505.00,-0.0699
504.00,-0.0704
503.00,-0.0708
502.00,-0.0713
501.00,-0.0717
500.00,-0.0721
