"IV26.TMC"
Time/sec,Abs
0.0,2.1157
2.0,2.0934
4.0,2.0736
6.0,2.0563
8.0,2.0416
10.0,2.0269
12.0,2.0060
14.0,1.9846
16.0,1.9643
18.0,1.9439
20.0,1.9254
22.0,1.9077
24.0,1.8899
26.0,1.8720
28.0,1.8535
30.0,1.8345
32.0,1.8147
34.0,1.7945
36.0,1.7745
38.0,1.7544
40.0,1.7350
42.0,1.7161
44.0,1.6977
46.0,1.6798
48.0,1.6624
50.0,1.6451
52.0,1.6281
54.0,1.6114
56.0,1.5950
58.0,1.5790
60.0,1.5635
62.0,1.5482
64.0,1.5330
66.0,1.5180
68.0,1.5029
70.0,1.4882
72.0,1.4734
74.0,1.4586
76.0,1.4439
78.0,1.4293
80.0,1.4148
82.0,1.4004
84.0,1.3860
86.0,1.3716
88.0,1.3574
90.0,1.3432
92.0,1.3291
94.0,1.3151
96.0,1.3015
98.0,1.2882
100.0,1.2751
102.0,1.2623
104.0,1.2498
106.0,1.2378
108.0,1.2251
110.0,1.2122
112.0,1.2000
114.0,1.1879
116.0,1.1760
118.0,1.1641
120.0,1.1525
122.0,1.1409
124.0,1.1295
126.0,1.1183
128.0,1.1073
130.0,1.0963
132.0,1.0854
134.0,1.0746
136.0,1.0637
138.0,1.0530
140.0,1.0424
142.0,1.0320
144.0,1.0218
146.0,1.0116
148.0,1.0018
150.0,0.9921
152.0,0.9825
154.0,0.9731
156.0,0.9637
158.0,0.9544
160.0,0.9453
162.0,0.9363
164.0,0.9275
166.0,0.9187
168.0,0.9101
170.0,0.9017
172.0,0.8933
174.0,0.8850
176.0,0.8768
178.0,0.8687
180.0,0.8606
182.0,0.8526
184.0,0.8447
186.0,0.8369
188.0,0.8292
190.0,0.8217
192.0,0.8142
194.0,0.8069
196.0,0.7997
198.0,0.7926
200.0,0.7856
202.0,0.7787
204.0,0.7719
206.0,0.7651
208.0,0.7584
210.0,0.7518
212.0,0.7452
214.0,0.7387
216.0,0.7323
218.0,0.7260
220.0,0.7197
222.0,0.7136
224.0,0.7075
226.0,0.7014
228.0,0.6954
230.0,0.6895
232.0,0.6837
234.0,0.6779
236.0,0.6723
238.0,0.6667
240.0,0.6612
242.0,0.6557
244.0,0.6504
246.0,0.6451
248.0,0.6399
250.0,0.6348
252.0,0.6297
254.0,0.6247
256.0,0.6198
258.0,0.6150
260.0,0.6102
262.0,0.6055
264.0,0.6009
266.0,0.5963
268.0,0.5918
270.0,0.5874
272.0,0.5831
274.0,0.5787
276.0,0.5744
278.0,0.5702
280.0,0.5661
282.0,0.5620
284.0,0.5579
286.0,0.5539
288.0,0.5500
290.0,0.5461
292.0,0.5423
294.0,0.5384
296.0,0.5347
298.0,0.5309
300.0,0.5272
302.0,0.5236
304.0,0.5201
306.0,0.5166
308.0,0.5131
310.0,0.5096
312.0,0.5063
314.0,0.5029
316.0,0.4996
318.0,0.4963
320.0,0.4931
322.0,0.4899
324.0,0.4868
326.0,0.4837
328.0,0.4806
330.0,0.4776
332.0,0.4746
334.0,0.4717
336.0,0.4688
338.0,0.4660
340.0,0.4632
342.0,0.4604
344.0,0.4577
346.0,0.4550
348.0,0.4524
350.0,0.4498
352.0,0.4472
354.0,0.4447
356.0,0.4422
358.0,0.4397
360.0,0.4373
362.0,0.4349
364.0,0.4327
366.0,0.4306
368.0,0.4285
370.0,0.4264
372.0,0.4243
374.0,0.4222
376.0,0.4200
378.0,0.4178
380.0,0.4157
382.0,0.4135
384.0,0.4113
386.0,0.4091
388.0,0.4068
390.0,0.4042
392.0,0.4022
394.0,0.4002
396.0,0.3983
398.0,0.3963
400.0,0.3945
402.0,0.3926
404.0,0.3908
406.0,0.3891
408.0,0.3873
410.0,0.3856
412.0,0.3838
414.0,0.3821
416.0,0.3804
418.0,0.3788
420.0,0.3771
422.0,0.3755
424.0,0.3739
426.0,0.3724
428.0,0.3708
430.0,0.3693
432.0,0.3678
434.0,0.3663
436.0,0.3648
438.0,0.3634
440.0,0.3620
442.0,0.3606
444.0,0.3592
446.0,0.3579
448.0,0.3565
450.0,0.3553
452.0,0.3539
454.0,0.3526
456.0,0.3513
458.0,0.3500
460.0,0.3488
462.0,0.3475
464.0,0.3463
466.0,0.3451
468.0,0.3439
470.0,0.3428
472.0,0.3417
474.0,0.3405
476.0,0.3394
478.0,0.3383
480.0,0.3372
482.0,0.3361
484.0,0.3350
486.0,0.3340
488.0,0.3330
490.0,0.3320
492.0,0.3310
494.0,0.3299
496.0,0.3290
498.0,0.3280
500.0,0.3271
502.0,0.3262
504.0,0.3253
506.0,0.3244
508.0,0.3235
510.0,0.3226
512.0,0.3217
514.0,0.3208
516.0,0.3200
518.0,0.3192
520.0,0.3183
522.0,0.3176
524.0,0.3167
526.0,0.3159
528.0,0.3152
530.0,0.3144
532.0,0.3136
534.0,0.3129
536.0,0.3121
538.0,0.3113
540.0,0.3106
542.0,0.3099
544.0,0.3092
546.0,0.3085
548.0,0.3078
550.0,0.3071
552.0,0.3065
554.0,0.3058
556.0,0.3051
558.0,0.3045
560.0,0.3039
562.0,0.3032
564.0,0.3026
566.0,0.3020
568.0,0.3014
570.0,0.3008
572.0,0.3002
574.0,0.2997
576.0,0.2991
578.0,0.2985
580.0,0.2979
582.0,0.2974
584.0,0.2968
586.0,0.2963
588.0,0.2958
590.0,0.2953
592.0,0.2948
594.0,0.2943
596.0,0.2938
598.0,0.2933
600.0,0.2928
