"IV25.TMC"
Time/sec,Abs
0.0,1.9620
2.0,1.9450
4.0,1.9290
6.0,1.9137
8.0,1.8940
10.0,1.8764
12.0,1.8589
14.0,1.8415
16.0,1.8239
18.0,1.8065
20.0,1.7895
22.0,1.7725
24.0,1.7556
26.0,1.7386
28.0,1.7216
30.0,1.7051
32.0,1.6889
34.0,1.6723
36.0,1.6558
38.0,1.6400
40.0,1.6241
42.0,1.6087
44.0,1.5939
46.0,1.5791
48.0,1.5640
50.0,1.5489
52.0,1.5336
54.0,1.5185
56.0,1.5035
58.0,1.4890
60.0,1.4744
62.0,1.4598
64.0,1.4457
66.0,1.4321
68.0,1.4184
70.0,1.4047
72.0,1.3911
74.0,1.3777
76.0,1.3644
78.0,1.3512
80.0,1.3378
82.0,1.3241
84.0,1.3110
86.0,1.2982
88.0,1.2856
90.0,1.2732
92.0,1.2611
94.0,1.2489
96.0,1.2369
98.0,1.2248
100.0,1.2127
102.0,1.2007
104.0,1.1888
106.0,1.1769
108.0,1.1655
110.0,1.1543
112.0,1.1429
114.0,1.1316
116.0,1.1207
118.0,1.1099
120.0,1.0991
122.0,1.0885
124.0,1.0783
126.0,1.0682
128.0,1.0580
130.0,1.0477
132.0,1.0375
134.0,1.0276
136.0,1.0175
138.0,1.0078
140.0,0.9982
142.0,0.9889
144.0,0.9797
146.0,0.9704
148.0,0.9614
150.0,0.9526
152.0,0.9438
154.0,0.9351
156.0,0.9263
158.0,0.9178
160.0,0.9093
162.0,0.9010
164.0,0.8929
166.0,0.8850
168.0,0.8771
170.0,0.8691
172.0,0.8613
174.0,0.8535
176.0,0.8459
178.0,0.8383
180.0,0.8309
182.0,0.8235
184.0,0.8162
186.0,0.8089
188.0,0.8016
190.0,0.7945
192.0,0.7874
194.0,0.7804
196.0,0.7736
198.0,0.7668
200.0,0.7603
202.0,0.7538
204.0,0.7473
206.0,0.7408
208.0,0.7345
210.0,0.7281
212.0,0.7216
214.0,0.7154
216.0,0.7096
218.0,0.7036
220.0,0.6976
222.0,0.6918
224.0,0.6860
226.0,0.6803
228.0,0.6747
230.0,0.6692
232.0,0.6637
234.0,0.6582
236.0,0.6528
238.0,0.6474
240.0,0.6422
242.0,0.6371
244.0,0.6320
246.0,0.6268
248.0,0.6218
250.0,0.6169
252.0,0.6121
254.0,0.6074
256.0,0.6027
258.0,0.5980
260.0,0.5934
262.0,0.5888
264.0,0.5841
266.0,0.5796
268.0,0.5750
270.0,0.5704
272.0,0.5661
274.0,0.5619
276.0,0.5578
278.0,0.5537
280.0,0.5496
282.0,0.5457
284.0,0.5418
286.0,0.5380
288.0,0.5341
290.0,0.5303
292.0,0.5266
294.0,0.5229
296.0,0.5194
298.0,0.5160
300.0,0.5126
302.0,0.5091
304.0,0.5057
306.0,0.5022
308.0,0.4986
310.0,0.4952
312.0,0.4919
314.0,0.4886
316.0,0.4854
318.0,0.4821
320.0,0.4788
322.0,0.4756
324.0,0.4725
326.0,0.4694
328.0,0.4664
330.0,0.4635
332.0,0.4605
334.0,0.4576
336.0,0.4548
338.0,0.4519
340.0,0.4491
342.0,0.4465
344.0,0.4439
346.0,0.4413
348.0,0.4386
350.0,0.4359
352.0,0.4333
354.0,0.4308
356.0,0.4284
358.0,0.4261
360.0,0.4238
362.0,0.4215
364.0,0.4193
366.0,0.4171
368.0,0.4148
370.0,0.4126
372.0,0.4104
374.0,0.4081
376.0,0.4059
378.0,0.4037
380.0,0.4016
382.0,0.3995
384.0,0.3974
386.0,0.3953
388.0,0.3932
390.0,0.3912
392.0,0.3892
394.0,0.3872
396.0,0.3853
398.0,0.3834
400.0,0.3815
402.0,0.3796
404.0,0.3778
406.0,0.3761
408.0,0.3743
410.0,0.3726
412.0,0.3708
414.0,0.3691
416.0,0.3674
418.0,0.3658
420.0,0.3642
422.0,0.3625
424.0,0.3609
426.0,0.3593
428.0,0.3577
430.0,0.3561
432.0,0.3546
434.0,0.3531
436.0,0.3517
438.0,0.3502
440.0,0.3488
442.0,0.3474
444.0,0.3460
446.0,0.3446
448.0,0.3432
450.0,0.3419
452.0,0.3405
454.0,0.3393
456.0,0.3380
458.0,0.3367
460.0,0.3354
462.0,0.3341
464.0,0.3328
466.0,0.3317
468.0,0.3306
470.0,0.3294
472.0,0.3282
474.0,0.3271
476.0,0.3259
478.0,0.3248
480.0,0.3236
482.0,0.3225
484.0,0.3215
486.0,0.3205
488.0,0.3194
490.0,0.3183
492.0,0.3173
494.0,0.3164
496.0,0.3154
498.0,0.3144
500.0,0.3134
502.0,0.3125
504.0,0.3115
506.0,0.3106
508.0,0.3096
510.0,0.3087
512.0,0.3077
514.0,0.3069
516.0,0.3060
518.0,0.3051
520.0,0.3043
522.0,0.3034
524.0,0.3026
526.0,0.3017
528.0,0.3009
530.0,0.3001
532.0,0.2993
534.0,0.2985
536.0,0.2978
538.0,0.2970
540.0,0.2962
542.0,0.2955
544.0,0.2948
546.0,0.2941
548.0,0.2934
550.0,0.2927
552.0,0.2919
554.0,0.2912
556.0,0.2905
558.0,0.2898
560.0,0.2891
562.0,0.2885
564.0,0.2879
566.0,0.2873
568.0,0.2867
570.0,0.2861
572.0,0.2855
574.0,0.2849
576.0,0.2844
578.0,0.2837
580.0,0.2831
582.0,0.2825
584.0,0.2821
586.0,0.2815
588.0,0.2809
590.0,0.2803
592.0,0.2797
594.0,0.2792
596.0,0.2787
598.0,0.2782
600.0,0.2777
