"IV1_2.TMC"
Time/sec,Abs
0.0,1.9058
2.0,1.8944
4.0,1.8829
6.0,1.8722
8.0,1.8619
10.0,1.8537
12.0,1.8431
14.0,1.8332
16.0,1.8244
18.0,1.8123
20.0,1.7990
22.0,1.7856
24.0,1.7723
26.0,1.7597
28.0,1.7485
30.0,1.7368
32.0,1.7256
34.0,1.7142
36.0,1.7027
38.0,1.6915
40.0,1.6802
42.0,1.6687
44.0,1.6581
46.0,1.6474
48.0,1.6368
50.0,1.6256
52.0,1.6146
54.0,1.6040
56.0,1.5933
58.0,1.5826
60.0,1.5717
62.0,1.5613
64.0,1.5511
66.0,1.5408
68.0,1.5307
70.0,1.5207
72.0,1.5108
74.0,1.5009
76.0,1.4913
78.0,1.4817
80.0,1.4723
82.0,1.4631
84.0,1.4540
86.0,1.4450
88.0,1.4362
90.0,1.4276
92.0,1.4193
94.0,1.4110
96.0,1.4027
98.0,1.3938
100.0,1.3850
102.0,1.3762
104.0,1.3673
106.0,1.3584
108.0,1.3496
110.0,1.3410
112.0,1.3325
114.0,1.3241
116.0,1.3161
118.0,1.3080
120.0,1.3000
122.0,1.2919
124.0,1.2838
126.0,1.2757
128.0,1.2677
130.0,1.2596
132.0,1.2516
134.0,1.2437
136.0,1.2359
138.0,1.2282
140.0,1.2204
142.0,1.2128
144.0,1.2053
146.0,1.1979
148.0,1.1906
150.0,1.1834
152.0,1.1761
154.0,1.1688
156.0,1.1614
158.0,1.1540
160.0,1.1467
162.0,1.1394
164.0,1.1324
166.0,1.1255
168.0,1.1181
170.0,1.1109
172.0,1.1038
174.0,1.0970
176.0,1.0901
178.0,1.0834
180.0,1.0768
182.0,1.0701
184.0,1.0636
186.0,1.0570
188.0,1.0506
190.0,1.0442
192.0,1.0379
194.0,1.0315
196.0,1.0252
198.0,1.0191
200.0,1.0130
202.0,1.0070
204.0,1.0010
206.0,0.9951
208.0,0.9892
210.0,0.9834
212.0,0.9776
214.0,0.9719
216.0,0.9663
218.0,0.9607
220.0,0.9550
222.0,0.9494
224.0,0.9439
226.0,0.9386
228.0,0.9332
230.0,0.9279
232.0,0.9224
234.0,0.9170
236.0,0.9118
238.0,0.9067
240.0,0.9016
242.0,0.8965
244.0,0.8915
246.0,0.8863
248.0,0.8813
250.0,0.8764
252.0,0.8714
254.0,0.8664
256.0,0.8616
258.0,0.8567
260.0,0.8519
262.0,0.8471
264.0,0.8424
266.0,0.8377
268.0,0.8331
270.0,0.8285
272.0,0.8240
274.0,0.8194
276.0,0.8150
278.0,0.8106
280.0,0.8060
282.0,0.8017
284.0,0.7974
286.0,0.7931
288.0,0.7890
290.0,0.7848
292.0,0.7807
294.0,0.7766
296.0,0.7725
298.0,0.7685
300.0,0.7645
302.0,0.7605
304.0,0.7566
306.0,0.7527
308.0,0.7488
310.0,0.7450
312.0,0.7412
314.0,0.7375
316.0,0.7337
318.0,0.7300
320.0,0.7263
322.0,0.7227
324.0,0.7191
326.0,0.7155
328.0,0.7119
330.0,0.7084
332.0,0.7049
334.0,0.7015
336.0,0.6981
338.0,0.6947
340.0,0.6913
342.0,0.6879
344.0,0.6847
346.0,0.6812
348.0,0.6778
350.0,0.6745
352.0,0.6713
354.0,0.6680
356.0,0.6649
358.0,0.6618
360.0,0.6587
362.0,0.6557
364.0,0.6526
366.0,0.6495
368.0,0.6465
370.0,0.6436
372.0,0.6406
374.0,0.6378
376.0,0.6349
378.0,0.6320
380.0,0.6292
382.0,0.6263
384.0,0.6235
386.0,0.6207
388.0,0.6180
390.0,0.6153
392.0,0.6126
394.0,0.6100
396.0,0.6073
398.0,0.6047
400.0,0.6020
402.0,0.5994
404.0,0.5968
406.0,0.5943
408.0,0.5917
410.0,0.5891
412.0,0.5866
414.0,0.5841
416.0,0.5817
418.0,0.5792
420.0,0.5768
422.0,0.5744
424.0,0.5721
426.0,0.5698
428.0,0.5674
430.0,0.5652
432.0,0.5630
434.0,0.5607
436.0,0.5585
438.0,0.5564
440.0,0.5544
442.0,0.5524
444.0,0.5501
446.0,0.5476
448.0,0.5452
450.0,0.5431
452.0,0.5409
454.0,0.5388
456.0,0.5368
458.0,0.5348
460.0,0.5328
462.0,0.5309
464.0,0.5290
466.0,0.5271
468.0,0.5252
470.0,0.5233
472.0,0.5213
474.0,0.5193
476.0,0.5173
478.0,0.5155
480.0,0.5136
482.0,0.5118
484.0,0.5100
486.0,0.5081
488.0,0.5063
490.0,0.5046
492.0,0.5028
494.0,0.5010
496.0,0.4993
498.0,0.4976
500.0,0.4959
502.0,0.4943
504.0,0.4926
506.0,0.4909
508.0,0.4893
510.0,0.4877
512.0,0.4860
514.0,0.4844
516.0,0.4828
518.0,0.4812
520.0,0.4796
522.0,0.4780
524.0,0.4765
526.0,0.4749
528.0,0.4734
530.0,0.4720
532.0,0.4705
534.0,0.4691
536.0,0.4676
538.0,0.4662
540.0,0.4648
542.0,0.4633
544.0,0.4619
546.0,0.4605
548.0,0.4591
550.0,0.4578
552.0,0.4567
554.0,0.4556
556.0,0.4540
558.0,0.4524
560.0,0.4510
562.0,0.4497
564.0,0.4483
566.0,0.4470
568.0,0.4458
570.0,0.4445
572.0,0.4433
574.0,0.4420
576.0,0.4408
578.0,0.4396
580.0,0.4383
582.0,0.4372
584.0,0.4360
586.0,0.4348
588.0,0.4337
590.0,0.4326
592.0,0.4315
594.0,0.4304
596.0,0.4292
598.0,0.4281
600.0,0.4270
