"IV2_1.TMC"
Time/sec,Abs
0.0,1.8420
2.0,1.8339
4.0,1.8247
6.0,1.8153
8.0,1.8062
10.0,1.7965
12.0,1.7867
14.0,1.7760
16.0,1.7646
18.0,1.7534
20.0,1.7428
22.0,1.7331
24.0,1.7240
26.0,1.7151
28.0,1.7059
30.0,1.6972
32.0,1.6889
34.0,1.6811
36.0,1.6731
38.0,1.6650
40.0,1.6563
42.0,1.6483
44.0,1.6405
46.0,1.6326
48.0,1.6250
50.0,1.6171
52.0,1.6092
54.0,1.6014
56.0,1.5936
58.0,1.5861
60.0,1.5789
62.0,1.5718
64.0,1.5649
66.0,1.5580
68.0,1.5509
70.0,1.5439
72.0,1.5369
74.0,1.5298
76.0,1.5226
78.0,1.5160
80.0,1.5089
82.0,1.5016
84.0,1.4942
86.0,1.4870
88.0,1.4798
90.0,1.4726
92.0,1.4653
94.0,1.4581
96.0,1.4507
98.0,1.4437
100.0,1.4365
102.0,1.4293
104.0,1.4220
106.0,1.4149
108.0,1.4077
110.0,1.4006
112.0,1.3935
114.0,1.3865
116.0,1.3796
118.0,1.3729
120.0,1.3660
122.0,1.3593
124.0,1.3526
126.0,1.3461
128.0,1.3397
130.0,1.3335
132.0,1.3273
134.0,1.3212
136.0,1.3150
138.0,1.3089
140.0,1.3026
142.0,1.2965
144.0,1.2904
146.0,1.2842
148.0,1.2780
150.0,1.2717
152.0,1.2655
154.0,1.2595
156.0,1.2536
158.0,1.2477
160.0,1.2418
162.0,1.2359
164.0,1.2301
166.0,1.2243
168.0,1.2185
170.0,1.2127
172.0,1.2069
174.0,1.2012
176.0,1.1956
178.0,1.1902
180.0,1.1848
182.0,1.1793
184.0,1.1739
186.0,1.1685
188.0,1.1629
190.0,1.1574
192.0,1.1521
194.0,1.1468
196.0,1.1415
198.0,1.1365
200.0,1.1313
202.0,1.1262
204.0,1.1210
206.0,1.1158
208.0,1.1106
210.0,1.1056
212.0,1.1010
214.0,1.0961
216.0,1.0907
218.0,1.0857
220.0,1.0808
222.0,1.0760
224.0,1.0712
226.0,1.0664
228.0,1.0615
230.0,1.0567
232.0,1.0520
234.0,1.0474
236.0,1.0427
238.0,1.0380
240.0,1.0334
242.0,1.0289
244.0,1.0243
246.0,1.0198
248.0,1.0153
250.0,1.0108
252.0,1.0064
254.0,1.0020
256.0,0.9978
258.0,0.9936
260.0,0.9892
262.0,0.9846
264.0,0.9801
266.0,0.9763
268.0,0.9717
270.0,0.9676
272.0,0.9634
274.0,0.9593
276.0,0.9552
278.0,0.9511
280.0,0.9470
282.0,0.9424
284.0,0.9378
286.0,0.9338
288.0,0.9298
290.0,0.9259
292.0,0.9221
294.0,0.9183
296.0,0.9146
298.0,0.9108
300.0,0.9070
302.0,0.9032
304.0,0.8995
306.0,0.8958
308.0,0.8925
310.0,0.8896
312.0,0.8874
314.0,0.8843
316.0,0.8780
318.0,0.8742
320.0,0.8707
322.0,0.8673
324.0,0.8639
326.0,0.8605
328.0,0.8570
330.0,0.8537
332.0,0.8503
334.0,0.8471
336.0,0.8437
338.0,0.8405
340.0,0.8372
342.0,0.8340
344.0,0.8308
346.0,0.8276
348.0,0.8244
350.0,0.8213
352.0,0.8182
354.0,0.8151
356.0,0.8119
358.0,0.8088
360.0,0.8058
362.0,0.8028
364.0,0.7997
366.0,0.7968
368.0,0.7939
370.0,0.7910
372.0,0.7880
374.0,0.7850
376.0,0.7821
378.0,0.7792
380.0,0.7763
382.0,0.7734
384.0,0.7706
386.0,0.7678
388.0,0.7649
390.0,0.7622
392.0,0.7594
394.0,0.7567
396.0,0.7541
398.0,0.7513
400.0,0.7487
402.0,0.7460
404.0,0.7434
406.0,0.7407
408.0,0.7374
410.0,0.7348
412.0,0.7322
414.0,0.7298
416.0,0.7272
418.0,0.7247
420.0,0.7222
422.0,0.7197
424.0,0.7172
426.0,0.7147
428.0,0.7123
430.0,0.7099
432.0,0.7075
434.0,0.7050
436.0,0.7026
438.0,0.6989
440.0,0.6965
442.0,0.6943
444.0,0.6920
446.0,0.6897
448.0,0.6874
450.0,0.6852
452.0,0.6829
454.0,0.6807
456.0,0.6785
458.0,0.6764
460.0,0.6742
462.0,0.6720
464.0,0.6699
466.0,0.6679
468.0,0.6658
470.0,0.6636
472.0,0.6615
474.0,0.6595
476.0,0.6574
478.0,0.6554
480.0,0.6533
482.0,0.6513
484.0,0.6492
486.0,0.6473
488.0,0.6454
490.0,0.6433
492.0,0.6413
494.0,0.6394
496.0,0.6374
498.0,0.6355
500.0,0.6336
502.0,0.6317
504.0,0.6299
506.0,0.6280
508.0,0.6262
510.0,0.6246
512.0,0.6223
514.0,0.6205
516.0,0.6187
518.0,0.6169
520.0,0.6151
522.0,0.6132
524.0,0.6116
526.0,0.6099
528.0,0.6082
530.0,0.6064
532.0,0.6047
534.0,0.6029
536.0,0.6012
538.0,0.5995
540.0,0.5978
542.0,0.5961
544.0,0.5945
546.0,0.5928
548.0,0.5911
550.0,0.5896
552.0,0.5880
554.0,0.5864
556.0,0.5849
558.0,0.5833
560.0,0.5821
562.0,0.5804
564.0,0.5787
566.0,0.5772
568.0,0.5757
570.0,0.5742
572.0,0.5726
574.0,0.5711
576.0,0.5696
578.0,0.5682
580.0,0.5668
582.0,0.5654
584.0,0.5639
586.0,0.5624
588.0,0.5610
590.0,0.5596
592.0,0.5582
594.0,0.5569
596.0,0.5555
598.0,0.5541
600.0,0.5527
