

Цикл № 1
Шаг  № 1
Точек  96
Линейная потенцио. развертка , ЭДС 328,04мВ, Скорость развертки 5,0013 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.822600               325.790000                 -0.627370
1.645200               321.700000                 -1.251000
2.467700               317.570000                 -1.788700
3.290300               313.530000                 -2.534600
4.112900               309.480000                 -3.187800
4.935500               305.240000                 -3.785900
5.758000               301.130000                 -4.391100
6.580600               297.000000                 -5.588100
7.403200               292.950000                 -6.707000
8.225800               288.840000                 -7.266000
9.048300               284.700000                 -8.818400
9.870900               280.630000                 -10.379000
10.693500               276.540000                 -11.087000
11.516100               272.490000                 -12.232000
12.338600               268.380000                 -13.739000
13.161200               264.180000                 -15.021000
13.983800               260.120000                 -16.339000
14.806400               256.030000                 -17.514000
15.629000               251.920000                 -18.336000
16.451500               247.800000                 -17.702000
17.274100               243.690000                 -19.551000
18.096700               239.610000                 -21.351000
18.919300               235.510000                 -20.762000
19.741800               231.420000                 -21.701000
20.564400               227.240000                 -22.627000
21.387000               223.080000                 -21.771000
22.209600               219.020000                 -24.043000
23.032100               214.870000                 -23.267000
23.854700               210.850000                 -25.879000
24.677300               206.670000                 -26.010000
25.499900               202.590000                 -28.535000
26.322400               198.510000                 -26.689000
27.145000               194.400000                 -28.459000
27.967600               190.220000                 -26.265000
28.790200               186.150000                 -27.909000
29.612700               182.000000                 -29.020000
30.435300               177.940000                 -26.836000
31.257900               173.810000                 -26.457000
32.080500               169.720000                 -28.710000
32.903100               165.540000                 -26.824000
33.725600               161.500000                 -26.877000
34.548200               157.410000                 -29.290000
35.370800               153.170000                 -28.278000
36.193400               149.060000                 -28.538000
37.015900               144.900000                 -28.013000
37.838500               140.880000                 -29.968000
38.661100               136.770000                 -29.384000
39.483700               132.650000                 -26.589000
40.306200               128.530000                 -28.260000
41.128800               124.420000                 -27.431000
41.951400               120.310000                 -29.692000
42.774000               116.250000                 -26.538000
43.596500               112.070000                 -29.085000
44.419100               108.050000                 -30.771000
45.241700               103.880000                 -30.402000
46.064300               99.790000                 -27.543000
46.886900               95.620000                 -24.864000
47.709400               91.535000                 -28.592000
48.532000               87.464000                 -27.081000
49.354600               83.277000                 -29.917000
50.177200               79.193000                 -27.372000
50.999700               75.013000                 -29.555000
51.822300               70.887000                 -23.861000
52.644900               66.765000                 -26.359000
53.467500               62.692000                 -29.027000
54.290000               58.623000                 -29.593000
55.112600               54.462000                 -26.715000
55.935200               50.389000                 -27.659000
56.757800               46.263000                 -28.052000
57.580300               42.178000                 -26.631000
58.402900               38.051000                 -25.055000
59.225500               33.939000                 -26.451000
60.048100               29.801000                 -23.497000
60.870600               25.733000                 -24.119000
61.693200               21.613000                 -28.894000
62.515800               17.471000                 -27.301000
63.338400               13.365000                 -27.021000
64.161000               9.245600                 -26.794000
64.983500               5.110000                 -28.479000
65.806100               1.117600                 -25.347000
66.628700               -3.064200                 -26.698000
67.451300               -7.225200                 -27.313000
68.273800               -11.335000                 -26.860000
69.096400               -15.425000                 -29.517000
69.919000               -19.505000                 -24.353000
70.741600               -23.627000                 -29.987000
71.564100               -27.721000                 -30.013000
72.386700               -31.831000                 -29.521000
73.209300               -35.906000                 -25.945000
74.031900               -40.028000                 -28.196000
74.854400               -44.055000                 -27.998000
75.677000               -48.267000                 -30.007000
76.499600               -52.345000                 -29.497000
77.322200               -56.453000                 -30.365000
78.144800               -60.565000                 -31.115000
78.967300               -64.615000                 -27.210000
