

Цикл № 1
Шаг  № 1
Точек  96
Линейная потенцио. развертка , ЭДС 298,76мВ, Скорость развертки 5,0013 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.822600               296.550000                 -0.535880
1.645200               292.370000                 -1.014200
2.467700               288.310000                 -1.443900
3.290300               284.190000                 -1.858700
4.112900               280.130000                 -2.317400
4.935500               275.980000                 -2.874400
5.758000               271.970000                 -3.040900
6.580600               267.830000                 -3.653100
7.403200               263.700000                 -3.922800
8.225800               259.570000                 -4.625200
9.048300               255.510000                 -4.313900
9.870900               251.400000                 -5.414700
10.693500               247.300000                 -5.820200
11.516100               243.170000                 -6.131600
12.338600               239.060000                 -6.257700
13.161200               235.000000                 -6.792600
13.983800               230.870000                 -6.412900
14.806400               226.680000                 -6.354400
15.629000               222.600000                 -6.923700
16.451500               218.480000                 -7.625100
17.274100               214.410000                 -7.831900
18.096700               210.320000                 -7.668400
18.919300               206.190000                 -7.436000
19.741800               202.100000                 -8.519600
20.564400               197.980000                 -8.362900
21.387000               193.870000                 -7.457600
22.209600               189.800000                 -8.297200
23.032100               185.630000                 -7.698600
23.854700               181.530000                 -8.393400
24.677300               177.440000                 -8.799400
25.499900               173.400000                 -7.849400
26.322400               169.200000                 -8.565100
27.145000               165.080000                 -8.917000
27.967600               160.980000                 -9.108300
28.790200               156.940000                 -8.795500
29.612700               152.830000                 -8.229900
30.435300               148.610000                 -8.305100
31.257900               144.490000                 -8.268700
32.080500               140.380000                 -8.543700
32.903100               136.350000                 -8.603200
33.725600               132.200000                 -8.145500
34.548200               128.060000                 -8.499900
35.370800               124.010000                 -8.951700
36.193400               119.910000                 -8.105900
37.015900               115.900000                 -9.029600
37.838500               111.640000                 -9.449900
38.661100               107.520000                 -9.609000
39.483700               103.420000                 -9.228800
40.306200               99.346000                 -8.933500
41.128800               95.287000                 -8.976500
41.951400               91.147000                 -8.285900
42.774000               86.970000                 -8.612500
43.596500               82.942000                 -8.344200
44.419100               78.899000                 -9.436400
45.241700               74.699000                 -6.683900
46.064300               70.515000                 -9.131700
46.886900               66.398000                 -7.881100
47.709400               62.288000                 -8.955600
48.532000               58.286000                 -8.821600
49.354600               54.146000                 -8.767700
50.177200               49.987000                 -7.851900
50.999700               45.944000                 -8.110300
51.822300               41.820000                 -8.332200
52.644900               37.761000                 -8.075400
53.467500               33.526000                 -9.192900
54.290000               29.524000                 -8.310500
55.112600               25.386000                 -8.584000
55.935200               21.209000                 -9.027900
56.757800               17.180000                 -8.150700
57.580300               13.039000                 -8.761800
58.402900               8.917700                 -9.494400
59.225500               4.761400                 -9.442800
60.048100               0.828960                 -8.318100
60.870600               -3.343600                 -8.903200
61.693200               -7.490700                 -9.767700
62.515800               -11.624000                 -10.015000
63.338400               -15.757000                 -9.698300
64.161000               -19.831000                 -9.536500
64.983500               -23.908000                 -9.402400
65.806100               -28.007000                 -9.661700
66.628700               -32.150000                 -8.051300
67.451300               -36.197000                 -8.735700
68.273800               -40.280000                 -9.095800
69.096400               -44.376000                 -8.197100
69.919000               -48.502000                 -7.999700
70.741600               -52.566000                 -9.310500
71.564100               -56.660000                 -8.624100
72.386700               -60.736000                 -8.715600
73.209300               -64.904000                 -8.994900
74.031900               -69.058000                 -9.952100
74.854400               -73.053000                 -8.450700
75.677000               -77.184000                 -9.617900
76.499600               -81.266000                 -9.574100
77.322200               -85.425000                 -9.237900
78.144800               -89.556000                 -9.788100
78.967300               -93.675000                 -9.170300
