

Цикл № 1
Шаг  № 1
Точек  96
Линейная потенцио. развертка , ЭДС 318,49мВ, Скорость развертки 5,0013 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.822600               316.300000                 -0.598350
1.645200               312.230000                 -1.191500
2.467700               308.140000                 -1.671600
3.290300               303.980000                 -2.176300
4.112900               299.840000                 -2.695200
4.935500               295.740000                 -3.237700
5.758000               291.640000                 -3.822800
6.580600               287.560000                 -4.815600
7.403200               283.450000                 -4.944900
8.225800               279.370000                 -6.236300
9.048300               275.250000                 -7.886500
9.870900               271.190000                 -8.137600
10.693500               267.050000                 -8.616200
11.516100               262.950000                 -10.580000
12.338600               258.820000                 -11.026000
13.161200               254.720000                 -11.328000
13.983800               250.610000                 -11.326000
14.806400               246.510000                 -11.591000
15.629000               242.410000                 -12.515000
16.451500               238.300000                 -14.436000
17.274100               234.250000                 -14.775000
18.096700               230.080000                 -14.723000
18.919300               225.930000                 -14.431000
19.741800               221.830000                 -15.277000
20.564400               217.710000                 -14.871000
21.387000               213.690000                 -16.507000
22.209600               209.500000                 -16.427000
23.032100               205.360000                 -16.938000
23.854700               201.270000                 -16.375000
24.677300               197.200000                 -15.937000
25.499900               193.120000                 -17.697000
26.322400               188.950000                 -15.558000
27.145000               184.860000                 -17.651000
27.967600               180.740000                 -17.916000
28.790200               176.630000                 -18.602000
29.612700               172.520000                 -18.311000
30.435300               168.420000                 -18.148000
31.257900               164.270000                 -17.602000
32.080500               160.270000                 -18.802000
32.903100               156.190000                 -17.504000
33.725600               151.980000                 -12.819000
34.548200               147.830000                 -18.525000
35.370800               143.720000                 -18.335000
36.193400               139.660000                 -16.861000
37.015900               135.530000                 -17.763000
37.838500               131.410000                 -18.446000
38.661100               127.280000                 -18.120000
39.483700               123.220000                 -18.652000
40.306200               119.170000                 -18.468000
41.128800               115.050000                 -18.939000
41.951400               110.860000                 -18.505000
42.774000               106.820000                 -18.479000
43.596500               102.690000                 -18.057000
44.419100               98.564000                 -17.960000
45.241700               94.490000                 -16.725000
46.064300               90.366000                 -18.564000
46.886900               86.249000                 -19.713000
47.709400               82.146000                 -17.924000
48.532000               78.033000                 -17.369000
49.354600               73.895000                 -17.744000
50.177200               69.711000                 -19.948000
50.999700               65.587000                 -19.507000
51.822300               61.475000                 -17.606000
52.644900               57.466000                 -19.341000
53.467500               53.305000                 -17.350000
54.290000               49.234000                 -16.802000
55.112600               45.060000                 -18.836000
55.935200               40.977000                 -19.513000
56.757800               36.835000                 -19.734000
57.580300               32.745000                 -17.730000
58.402900               28.630000                 -18.067000
59.225500               24.492000                 -18.804000
60.048100               20.456000                 -19.164000
60.870600               16.305000                 -19.406000
61.693200               12.213000                 -17.899000
62.515800               8.091000                 -18.058000
63.338400               3.990100                 -17.746000
64.161000               -0.043870                 -20.233000
64.983500               -4.204900                 -20.250000
65.806100               -8.398200                 -19.695000
66.628700               -12.529000                 -17.137000
67.451300               -16.625000                 -19.739000
68.273800               -20.657000                 -19.203000
69.096400               -24.756000                 -19.119000
69.919000               -28.873000                 -18.946000
70.741600               -32.918000                 -18.349000
71.564100               -37.091000                 -15.935000
72.386700               -41.160000                 -19.070000
73.209300               -45.205000                 -20.303000
74.031900               -49.343000                 -17.891000
74.854400               -53.446000                 -19.683000
75.677000               -57.536000                 -19.904000
76.499600               -61.667000                 -18.935000
77.322200               -65.747000                 -18.928000
78.144800               -69.838000                 -18.125000
78.967300               -73.928000                 -19.352000
