

Цикл № 1
Шаг  № 1
Точек  96
Линейная потенцио. развертка , ЭДС 310,6мВ, Скорость развертки 5,0013 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.822600               308.440000                 -0.546460
1.645200               304.310000                 -1.060700
2.467700               300.210000                 -1.676000
3.290300               296.140000                 -2.271400
4.112900               292.030000                 -2.747300
4.935500               287.880000                 -3.485600
5.758000               283.790000                 -3.725100
6.580600               279.720000                 -4.738600
7.403200               275.680000                 -5.520200
8.225800               271.600000                 -5.791400
9.048300               267.450000                 -6.378200
9.870900               263.310000                 -7.034100
10.693500               259.190000                 -7.750000
11.516100               255.180000                 -8.021800
12.338600               251.020000                 -8.787100
13.161200               246.840000                 -9.752700
13.983800               242.710000                 -10.105000
14.806400               238.670000                 -9.570200
15.629000               234.580000                 -10.526000
16.451500               230.430000                 -10.441000
17.274100               226.280000                 -9.828600
18.096700               222.210000                 -11.783000
18.919300               218.110000                 -12.476000
19.741800               214.050000                 -10.622000
20.564400               209.900000                 -11.297000
21.387000               205.780000                 -13.259000
22.209600               201.690000                 -13.192000
23.032100               197.570000                 -12.709000
23.854700               193.510000                 -11.987000
24.677300               189.360000                 -13.169000
25.499900               185.250000                 -12.866000
26.322400               181.120000                 -14.579000
27.145000               177.060000                 -13.065000
27.967600               172.880000                 -13.658000
28.790200               168.810000                 -13.200000
29.612700               164.690000                 -12.834000
30.435300               160.640000                 -14.372000
31.257900               156.550000                 -14.405000
32.080500               152.340000                 -11.478000
32.903100               148.240000                 -13.163000
33.725600               144.040000                 -14.446000
34.548200               140.000000                 -13.140000
35.370800               135.880000                 -13.559000
36.193400               131.800000                 -12.663000
37.015900               127.620000                 -13.754000
37.838500               123.590000                 -12.479000
38.661100               119.530000                 -12.277000
39.483700               115.420000                 -11.376000
40.306200               111.270000                 -15.107000
41.128800               107.200000                 -13.771000
41.951400               103.090000                 -13.513000
42.774000               98.965000                 -14.641000
43.596500               94.837000                 -14.405000
44.419100               90.703000                 -15.376000
45.241700               86.632000                 -13.490000
46.064300               82.428000                 -13.746000
46.886900               78.410000                 -12.713000
47.709400               74.290000                 -14.095000
48.532000               70.109000                 -13.894000
49.354600               65.920000                 -13.279000
50.177200               61.858000                 -12.975000
50.999700               57.734000                 -13.975000
51.822300               53.691000                 -15.038000
52.644900               49.636000                 -14.287000
53.467500               45.471000                 -14.993000
54.290000               41.365000                 -13.612000
55.112600               37.230000                 -10.360000
55.935200               33.029000                 -12.314000
56.757800               29.000000                 -12.161000
57.580300               24.936000                 -14.577000
58.402900               20.791000                 -14.246000
59.225500               16.642000                 -13.998000
60.048100               12.575000                 -15.447000
60.870600               8.499800                 -13.858000
61.693200               4.294900                 -13.234000
62.515800               0.369450                 -11.795000
63.338400               -3.814600                 -14.161000
64.161000               -7.998700                 -13.554000
64.983500               -12.150000                 -13.450000
65.806100               -16.221000                 -12.344000
66.628700               -20.332000                 -12.979000
67.451300               -24.449000                 -13.739000
68.273800               -28.522000                 -12.596000
69.096400               -32.593000                 -12.644000
69.919000               -36.715000                 -13.290000
70.741600               -40.769000                 -13.781000
71.564100               -44.873000                 -13.698000
72.386700               -49.017000                 -14.992000
73.209300               -53.123000                 -15.052000
74.031900               -57.215000                 -12.084000
74.854400               -61.311000                 -14.917000
75.677000               -65.428000                 -14.501000
76.499600               -69.543000                 -15.017000
77.322200               -73.660000                 -12.669000
78.144800               -77.706000                 -13.437000
78.967300               -81.786000                 -14.606000
