

Цикл № 1
Шаг  № 1
Точек  96
Линейная потенцио. развертка , ЭДС 310,49мВ, Скорость развертки 5,0013 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.822600               312.350000                 0.490880
1.645200               316.450000                 0.928390
2.467700               320.610000                 1.203100
3.290300               324.800000                 1.354300
4.112900               328.800000                 1.579400
4.935500               333.030000                 1.800000
5.758000               337.090000                 1.904200
6.580600               341.240000                 2.005800
7.403200               345.320000                 2.284000
8.225800               349.380000                 2.151400
9.048300               353.600000                 2.343700
9.870900               357.750000                 2.395900
10.693500               361.810000                 2.549600
11.516100               365.940000                 2.390000
12.338600               370.040000                 2.494700
13.161200               374.210000                 2.495500
13.983800               378.300000                 2.816200
14.806400               382.360000                 2.725400
15.629000               386.440000                 2.702500
16.451500               390.640000                 2.686300
17.274100               394.870000                 2.736500
18.096700               398.980000                 2.666400
18.919300               403.020000                 2.273600
19.741800               407.200000                 2.737500
20.564400               411.280000                 2.750700
21.387000               415.450000                 2.587700
22.209600               419.580000                 2.525700
23.032100               423.610000                 2.720000
23.854700               427.720000                 2.941800
24.677300               431.860000                 2.856700
25.499900               436.020000                 2.954100
26.322400               440.100000                 3.015900
27.145000               444.160000                 2.728400
27.967600               448.260000                 2.493700
28.790200               452.480000                 2.738400
29.612700               456.490000                 3.048300
30.435300               460.580000                 2.794800
31.257900               464.680000                 2.735300
32.080500               468.820000                 2.588700
32.903100               473.090000                 2.415800
33.725600               477.230000                 2.934200
34.548200               481.270000                 2.990500
35.370800               485.480000                 3.001800
36.193400               489.530000                 2.574700
37.015900               493.670000                 2.848400
37.838500               497.780000                 2.721500
38.661100               501.850000                 2.900500
39.483700               505.930000                 2.639600
40.306200               510.110000                 2.474100
41.128800               514.240000                 2.674700
41.951400               518.390000                 2.659500
42.774000               522.390000                 2.558900
43.596500               526.580000                 2.548300
44.419100               530.720000                 2.735000
45.241700               534.710000                 2.790100
46.064300               538.830000                 2.978000
46.886900               542.900000                 2.496000
47.709400               547.120000                 2.977000
48.532000               551.340000                 2.685300
49.354600               555.400000                 2.856300
50.177200               559.510000                 2.982900
50.999700               563.600000                 2.807100
51.822300               567.760000                 2.697400
52.644900               571.870000                 3.097000
53.467500               575.950000                 2.765000
54.290000               580.080000                 2.825800
55.112600               584.210000                 2.635700
55.935200               588.250000                 2.976800
56.757800               592.370000                 2.852600
57.580300               596.500000                 2.544400
58.402900               600.570000                 2.710400
59.225500               604.670000                 2.784700
60.048100               608.820000                 2.803900
60.870600               612.890000                 2.612000
61.693200               617.010000                 3.205700
62.515800               621.110000                 2.498700
63.338400               625.270000                 2.882300
64.161000               629.560000                 2.807800
64.983500               633.640000                 3.082300
65.806100               637.750000                 2.625100
66.628700               641.810000                 2.911800
67.451300               646.010000                 2.693000
68.273800               650.090000                 2.816700
69.096400               654.260000                 2.968900
69.919000               658.360000                 2.580300
70.741600               662.370000                 2.976800
71.564100               666.580000                 2.897800
72.386700               670.730000                 2.803600
73.209300               674.810000                 2.686100
74.031900               678.920000                 2.740900
74.854400               682.960000                 2.546100
75.677000               687.130000                 2.566500
76.499600               691.310000                 2.274100
77.322200               695.330000                 2.944800
78.144800               699.420000                 2.993500
78.967300               703.630000                 2.866300
