

Цикл № 1
Шаг  № 1
Точек  96
Линейная потенцио. развертка , ЭДС 327,9мВ, Скорость развертки 5,0013 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.822600               329.810000                 0.514000
1.645200               334.000000                 0.942410
2.467700               338.060000                 1.304700
3.290300               342.250000                 1.306100
4.112900               346.260000                 1.530400
4.935500               350.390000                 1.675500
5.758000               354.530000                 1.951200
6.580600               358.660000                 2.002100
7.403200               362.800000                 2.133500
8.225800               366.870000                 2.231800
9.048300               371.000000                 2.038800
9.870900               375.170000                 2.220300
10.693500               379.250000                 2.443300
11.516100               383.370000                 2.428100
12.338600               387.380000                 2.690700
13.161200               391.590000                 2.724200
13.983800               395.790000                 2.654100
14.806400               399.920000                 2.344500
15.629000               404.010000                 2.598300
16.451500               408.110000                 2.581000
17.274100               412.290000                 2.853500
18.096700               416.370000                 2.522300
18.919300               420.460000                 2.589200
19.741800               424.560000                 3.069500
20.564400               428.660000                 2.790800
21.387000               432.820000                 2.745100
22.209600               436.870000                 2.953400
23.032100               440.990000                 2.720700
23.854700               445.150000                 2.377700
24.677300               449.250000                 2.578600
25.499900               453.380000                 2.541700
26.322400               457.420000                 2.644000
27.145000               461.530000                 2.260900
27.967600               465.610000                 2.544400
28.790200               469.910000                 2.557700
29.612700               474.040000                 2.567800
30.435300               478.110000                 2.769400
31.257900               482.190000                 2.578800
32.080500               486.350000                 2.819400
32.903100               490.420000                 2.763500
33.725600               494.550000                 2.799400
34.548200               498.740000                 2.300400
35.370800               502.790000                 2.786200
36.193400               506.890000                 2.488800
37.015900               511.030000                 2.600000
37.838500               515.170000                 2.574200
38.661100               519.280000                 2.751000
39.483700               523.370000                 2.558700
40.306200               527.500000                 2.519800
41.128800               531.600000                 2.710200
41.951400               535.710000                 2.613500
42.774000               539.740000                 2.862600
43.596500               543.900000                 2.587700
44.419100               548.170000                 2.672800
45.241700               552.220000                 2.675000
46.064300               556.410000                 2.720500
46.886900               560.430000                 2.226400
47.709400               564.580000                 2.817600
48.532000               568.670000                 2.865300
49.354600               572.780000                 2.664900
50.177200               576.930000                 2.855800
50.999700               581.020000                 2.627500
51.822300               585.160000                 2.795500
52.644900               589.140000                 2.830400
53.467500               593.340000                 2.573200
54.290000               597.430000                 2.862400
55.112600               601.580000                 2.757400
55.935200               605.640000                 2.545200
56.757800               609.770000                 2.792500
57.580300               613.840000                 2.829200
58.402900               617.980000                 2.567800
59.225500               622.100000                 2.776600
60.048100               626.340000                 2.936700
60.870600               630.430000                 2.853500
61.693200               634.610000                 2.694700
62.515800               638.750000                 2.657300
63.338400               642.780000                 2.734800
64.161000               646.980000                 2.648200
64.983500               651.060000                 2.899800
65.806100               655.240000                 2.893900
66.628700               659.240000                 2.750700
67.451300               663.390000                 2.243100
68.273800               667.520000                 2.507800
69.096400               671.630000                 3.053700
69.919000               675.810000                 2.643000
70.741600               679.920000                 2.682900
71.564100               684.050000                 2.613300
72.386700               688.090000                 2.652400
73.209300               692.220000                 2.859200
74.031900               696.320000                 2.695200
74.854400               700.430000                 2.944500
75.677000               704.590000                 2.609600
76.499600               708.770000                 2.866600
77.322200               712.900000                 2.981700
78.144800               717.010000                 2.621900
78.967300               721.060000                 2.650900
